fundamental_id,company_id,name,cik,ticker,start_date,end_date,months,fiscal_year,fiscal_period,filing_date,cashandequivalents,restrictedcash,shortterminvestments,notereceivable,accountsreceivable,netinventory,prepaidexpenses,currentdeferredtaxassets,othercurrentassets,othercurrentnonoperatingassets,totalcurrentassets,grossppe,accumulateddepreciation,netppe,longterminvestments,noncurrentnotereceivables,goodwill,intangibleassets,noncurrentdeferredtaxassets,employeebenefitassets,othernoncurrentassets,othernoncurrentnonoperatingassets,totalnoncurrentassets,totalassets,shorttermdebt,accountspayable,accruedexpenses,customerdeposits,dividendspayable,currentdeferredrevenue,currentdeferredtaxliabilities,currentemployeebenefitliabilities,othertaxespayable,othercurrentliabilities,othercurrentnonoperatingliabilities,totalcurrentliabilities,longtermdebt,capitalleaseobligations,assetretirementandlitigationobligation,noncurrentdeferredrevenue,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othernoncurrentliabilities,othernoncurrentnonoperatingliabilities,totalnoncurrentliabilities,totalliabilities,commitmentsandcontingencies,redeemablenoncontrollinginterest,totalpreferredequity,commonequity,retainedearnings,treasurystock,aoci,otherequity,totalcommonequity,totalequity,noncontrollinginterests,totalequityandnoncontrollinginterests,totalliabilitiesandequity
fun_Ebk986,com_NgYGzd,Intel Corp,50863.0,INTC,,2022-04-02,,2022,Q1,2022-04-28 22:41:34 +0000,6215000000.0,,32481000000.0,,7074000000.0,11935000000.0,,,4863000000.0,,62568000000.0,,,0.0,6036000000.0,,27011000000.0,6813000000.0,,,73928000000.0,,113788000000.0,176356000000.0,4459000000.0,7210000000.0,,,,,,2731000000.0,,14922000000.0,,29322000000.0,32788000000.0,,,4372000000.0,1547000000.0,,5191000000.0,,43898000000.0,73220000000.0,0.0,,,29244000000.0,74894000000.0,,-1002000000.0,,103136000000.0,103136000000.0,,103136000000.0,176356000000.0
fun_034Bpq,com_NgYGzd,Intel Corp,50863.0,INTC,,2021-09-25,,2021,Q3,2021-10-22 00:36:01 +0000,7870000000.0,,26765000000.0,,8400000000.0,9798000000.0,,,8471000000.0,,61304000000.0,,,59733000000.0,7003000000.0,,26786000000.0,7684000000.0,,,5452000000.0,,46925000000.0,167962000000.0,4694000000.0,6792000000.0,,,,,,4026000000.0,,14060000000.0,,29572000000.0,35610000000.0,,,4223000000.0,3019000000.0,,5451000000.0,,48303000000.0,77875000000.0,0.0,,,27592000000.0,63642000000.0,,-1147000000.0,,90087000000.0,90087000000.0,,90087000000.0,167962000000.0
fun_ZYw3da,com_NgYGzd,Intel Corp,50863.0,INTC,,2021-06-26,,2021,Q2,2021-07-22 18:25:47 +0000,4746000000.0,,20111000000.0,,7460000000.0,8817000000.0,,,8238000000.0,,49372000000.0,,,58166000000.0,6917000000.0,,26768000000.0,8018000000.0,,,5356000000.0,,47059000000.0,154597000000.0,3695000000.0,5917000000.0,,,,,,3176000000.0,,12048000000.0,,24836000000.0,31714000000.0,,,4172000000.0,3271000000.0,,5397000000.0,,44554000000.0,69390000000.0,0.0,,,26655000000.0,59647000000.0,,-1095000000.0,,85207000000.0,85207000000.0,,85207000000.0,154597000000.0
fun_rJkkE6,com_NgYGzd,Intel Corp,50863.0,INTC,,2021-03-27,,2021,Q1,2021-04-22 18:19:50 +0000,5192000000.0,,17205000000.0,,7208000000.0,8487000000.0,,,7681000000.0,,45773000000.0,,,57330000000.0,6813000000.0,,26971000000.0,8408000000.0,,,5327000000.0,,47519000000.0,150622000000.0,2647000000.0,5434000000.0,,,,,,2757000000.0,,13313000000.0,,24151000000.0,33237000000.0,,,4605000000.0,3410000000.0,,5412000000.0,,46664000000.0,70815000000.0,0.0,,,26272000000.0,54638000000.0,,-1103000000.0,,79807000000.0,79807000000.0,,79807000000.0,150622000000.0
fun_DkL6K2,com_NgYGzd,Intel Corp,50863.0,INTC,,2021-12-25,,2021,FY,2022-10-27 22:30:22 +0000,4827000000.0,,24426000000.0,,9457000000.0,10776000000.0,,,9072000000.0,,58558000000.0,,,0.0,6298000000.0,,26963000000.0,7270000000.0,,,69317000000.0,,109848000000.0,168406000000.0,4591000000.0,5747000000.0,,,,,,4535000000.0,,12589000000.0,,27462000000.0,33510000000.0,,,4305000000.0,2667000000.0,,5071000000.0,,45553000000.0,73015000000.0,0.0,,,28006000000.0,68265000000.0,,-880000000.0,,95391000000.0,95391000000.0,,95391000000.0,168406000000.0
fun_YnMvr2,com_nzJNzB,Johnson & Johnson,200406.0,JNJ,,2022-10-02,,2022,Q3,2022-10-27 20:02:59 +0000,11355000000.0,,22724000000.0,,15890000000.0,11675000000.0,3592000000.0,,,,65236000000.0,46681000000.0,28529000000.0,18152000000.0,,,33383000000.0,40336000000.0,9392000000.0,,8625000000.0,,91736000000.0,175124000000.0,4424000000.0,10153000000.0,25974000000.0,,,,1986000000.0,3006000000.0,,,,45543000000.0,27603000000.0,,,4162000000.0,4946000000.0,8353000000.0,9918000000.0,,54982000000.0,100525000000.0,0.0,,,3120000000.0,127917000000.0,-41146000000.0,-15292000000.0,,74599000000.0,74599000000.0,,74599000000.0,175124000000.0
fun_vx3Je6,com_nzJNzB,Johnson & Johnson,200406.0,JNJ,,2022-07-03,,2022,Q2,2022-07-29 20:14:39 +0000,10983000000.0,,21585000000.0,,16139000000.0,11437000000.0,3703000000.0,,,,63847000000.0,47144000000.0,28790000000.0,18354000000.0,,,34166000000.0,42408000000.0,9514000000.0,,9435000000.0,,95523000000.0,177724000000.0,4305000000.0,9765000000.0,26054000000.0,,,,1980000000.0,2717000000.0,,,,44821000000.0,28292000000.0,,,4162000000.0,5015000000.0,8553000000.0,10524000000.0,,56546000000.0,101367000000.0,0.0,,,3120000000.0,126216000000.0,-39136000000.0,-13843000000.0,,76357000000.0,76357000000.0,,76357000000.0,177724000000.0
fun_LJnolw,com_nzJNzB,Johnson & Johnson,200406.0,JNJ,,2022-04-03,,2022,Q1,2022-04-29 20:08:24 +0000,10463000000.0,,19925000000.0,,15594000000.0,10990000000.0,3452000000.0,,,,60424000000.0,47702000000.0,29001000000.0,18701000000.0,,,34935000000.0,44420000000.0,9936000000.0,,9939000000.0,,99230000000.0,178355000000.0,4297000000.0,9309000000.0,25978000000.0,,,,1708000000.0,2098000000.0,,,,43390000000.0,28851000000.0,,,5745000000.0,6424000000.0,8739000000.0,10497000000.0,,60256000000.0,103646000000.0,0.0,,,3120000000.0,124380000000.0,-39034000000.0,-13757000000.0,,74709000000.0,74709000000.0,,74709000000.0,178355000000.0
fun_vx00Ra,com_nzJNzB,Johnson & Johnson,200406.0,JNJ,,2021-10-03,,2021,Q3,2021-10-29 20:05:20 +0000,17604000000.0,,13397000000.0,,14911000000.0,10387000000.0,3590000000.0,,,,59889000000.0,47347000000.0,28869000000.0,18478000000.0,,,35569000000.0,47776000000.0,10646000000.0,,6870000000.0,,100861000000.0,179228000000.0,3798000000.0,8961000000.0,26495000000.0,,,,2161000000.0,3146000000.0,,,,44561000000.0,30130000000.0,,,5770000000.0,7147000000.0,10171000000.0,11177000000.0,,64395000000.0,108956000000.0,0.0,,,3120000000.0,121092000000.0,-38525000000.0,-15415000000.0,,70272000000.0,70272000000.0,,70272000000.0,179228000000.0
fun_59WP0x,com_nzJNzB,Johnson & Johnson,200406.0,JNJ,,2021-07-04,,2021,Q2,2021-07-29 16:07:51 +0000,14332000000.0,,10974000000.0,,14871000000.0,10100000000.0,3492000000.0,,,,53769000000.0,47201000000.0,28569000000.0,18632000000.0,,,35819000000.0,50244000000.0,10804000000.0,,7172000000.0,,104039000000.0,176440000000.0,3173000000.0,8704000000.0,22935000000.0,,,,1200000000.0,2709000000.0,,,,38721000000.0,30310000000.0,,,5722000000.0,9016000000.0,10367000000.0,12724000000.0,,68139000000.0,106860000000.0,0.0,,,3120000000.0,120154000000.0,-38594000000.0,-15100000000.0,,69580000000.0,69580000000.0,,69580000000.0,176440000000.0
fun_7KpM87,com_nzJNzB,Johnson & Johnson,200406.0,JNJ,,2021-04-04,,2021,Q1,2021-04-30 16:04:02 +0000,12671000000.0,,11948000000.0,,14938000000.0,9952000000.0,3024000000.0,,,,52533000000.0,46430000000.0,28063000000.0,18367000000.0,,,35688000000.0,51110000000.0,8321000000.0,,6538000000.0,,101657000000.0,172557000000.0,3350000000.0,8503000000.0,25142000000.0,,,,1877000000.0,2060000000.0,,,,40932000000.0,30263000000.0,,,6568000000.0,6507000000.0,10512000000.0,11941000000.0,,65791000000.0,106723000000.0,0.0,,,3120000000.0,116508000000.0,-38466000000.0,-15328000000.0,,65834000000.0,65834000000.0,,65834000000.0,172557000000.0
fun_PQkp2L,com_nzJNzB,Johnson & Johnson,200406.0,JNJ,,2022-01-02,,2021,FY,2022-10-27 20:02:59 +0000,14487000000.0,,17121000000.0,,15283000000.0,10387000000.0,3701000000.0,,,,60979000000.0,47679000000.0,28717000000.0,18962000000.0,,,35246000000.0,46392000000.0,10223000000.0,,10216000000.0,,102077000000.0,182018000000.0,3766000000.0,11055000000.0,25707000000.0,,,,1112000000.0,3586000000.0,,,,45226000000.0,29985000000.0,,,5713000000.0,7487000000.0,8898000000.0,10686000000.0,,62769000000.0,107995000000.0,0.0,,,3120000000.0,123060000000.0,-39099000000.0,-13058000000.0,,74023000000.0,74023000000.0,,74023000000.0,182018000000.0
fun_EbW9PW,com_VXWJgv,Coca-Cola Co,21344.0,KO,,2022-09-30,,2022,Q3,2022-10-26 16:06:35 +0000,10127000000.0,,3093000000.0,,3994000000.0,3708000000.0,3217000000.0,,,,24139000000.0,,,9243000000.0,18305000000.0,,18329000000.0,14617000000.0,1708000000.0,,6130000000.0,,59089000000.0,92471000000.0,729000000.0,16103000000.0,,,,,1211000000.0,,,3396000000.0,,21439000000.0,35462000000.0,,,,3124000000.0,,8010000000.0,,46596000000.0,68035000000.0,,,,20447000000.0,70893000000.0,-52666000000.0,-15869000000.0,,22805000000.0,22805000000.0,1631000000.0,24436000000.0,92471000000.0
fun_RvJ43M,com_VXWJgv,Coca-Cola Co,21344.0,KO,,2022-07-01,,2022,Q2,2022-07-27 15:45:45 +0000,8976000000.0,,2643000000.0,,4494000000.0,3621000000.0,3407000000.0,,,,23141000000.0,,,9462000000.0,18375000000.0,,18910000000.0,14978000000.0,1833000000.0,,6470000000.0,,60566000000.0,93169000000.0,788000000.0,14213000000.0,,,,,1172000000.0,,,4358000000.0,,20531000000.0,36755000000.0,,,,3034000000.0,,8046000000.0,,47835000000.0,68366000000.0,,,,20341000000.0,69970000000.0,-52505000000.0,-14801000000.0,,23005000000.0,23005000000.0,1798000000.0,24803000000.0,93169000000.0
fun_YnLVLO,com_VXWJgv,Coca-Cola Co,21344.0,KO,,2022-04-01,,2022,Q1,2022-04-28 14:24:51 +0000,7681000000.0,,2675000000.0,,4641000000.0,3741000000.0,3418000000.0,,,,22156000000.0,,,9784000000.0,18986000000.0,,19598000000.0,15142000000.0,2006000000.0,,6392000000.0,,62124000000.0,94064000000.0,1039000000.0,13272000000.0,,,,,866000000.0,,,3610000000.0,,18787000000.0,37052000000.0,,,,3132000000.0,,8252000000.0,,48436000000.0,67223000000.0,,,,20148000000.0,69969000000.0,-51932000000.0,-13340000000.0,,24845000000.0,24845000000.0,1996000000.0,26841000000.0,94064000000.0
fun_olp0Vv,com_VXWJgv,Coca-Cola Co,21344.0,KO,,2021-10-01,,2021,Q3,2021-10-28 18:29:54 +0000,11301000000.0,,3568000000.0,,3889000000.0,3182000000.0,2300000000.0,,,,24240000000.0,,,10058000000.0,19181000000.0,,17455000000.0,10945000000.0,2237000000.0,,6490000000.0,,56308000000.0,90606000000.0,448000000.0,12830000000.0,,,,,846000000.0,,,1866000000.0,,15990000000.0,39394000000.0,,,,2688000000.0,,8401000000.0,,50483000000.0,66473000000.0,,,,19689000000.0,68494000000.0,-51754000000.0,-14250000000.0,,22179000000.0,22179000000.0,1954000000.0,24133000000.0,90606000000.0
fun_wWre0Y,com_VXWJgv,Coca-Cola Co,21344.0,KO,,2021-07-02,,2021,Q2,2021-07-26 16:38:06 +0000,9188000000.0,,3854000000.0,,4036000000.0,3281000000.0,2122000000.0,,,,22481000000.0,,,10547000000.0,19416000000.0,,17693000000.0,11213000000.0,2291000000.0,,6553000000.0,,57166000000.0,90194000000.0,337000000.0,12124000000.0,,,,,971000000.0,,,1867000000.0,,15299000000.0,39804000000.0,,,,2486000000.0,,8350000000.0,,50640000000.0,65939000000.0,,,,19541000000.0,67838000000.0,-51831000000.0,-13299000000.0,,22249000000.0,22249000000.0,2006000000.0,24255000000.0,90194000000.0
fun_YnGa0Z,com_VXWJgv,Coca-Cola Co,21344.0,KO,,2021-04-02,,2021,Q1,2021-04-27 11:37:51 +0000,8484000000.0,,4105000000.0,,3762000000.0,3356000000.0,2225000000.0,,,,21932000000.0,,9186000000.0,10673000000.0,19772000000.0,,17618000000.0,11172000000.0,2332000000.0,,6494000000.0,,57388000000.0,89993000000.0,2880000000.0,10929000000.0,,,,,744000000.0,,,1933000000.0,,16486000000.0,40170000000.0,,,,2447000000.0,,8558000000.0,,51175000000.0,67661000000.0,,,,19390000000.0,67009000000.0,-51911000000.0,-14133000000.0,,20355000000.0,20355000000.0,1977000000.0,22332000000.0,89993000000.0
fun_OrxajG,com_VXWJgv,Coca-Cola Co,21344.0,KO,,2021-12-31,,2021,FY,2022-10-26 16:06:35 +0000,9684000000.0,,2941000000.0,,3512000000.0,3414000000.0,2994000000.0,,,,22545000000.0,,,9920000000.0,18416000000.0,,19363000000.0,15250000000.0,2129000000.0,,6731000000.0,,61889000000.0,94354000000.0,1338000000.0,14619000000.0,,,,,686000000.0,,,3307000000.0,,19950000000.0,38116000000.0,,,,2821000000.0,,8607000000.0,,49544000000.0,69494000000.0,,,,19876000000.0,69094000000.0,-51641000000.0,-14330000000.0,,22999000000.0,22999000000.0,1861000000.0,24860000000.0,94354000000.0
fun_JborYw,com_Dg2ey6,McDonald's Corp,63908.0,MCD,,2022-09-30,,2022,Q3,2022-11-07 22:16:42 +0000,2828300000.0,,,1889900000.0,,43400000.0,979200000.0,,,,5740800000.0,39096800000.0,16398500000.0,22698300000.0,963800000.0,,2651300000.0,,,,16447400000.0,,20062500000.0,48501600000.0,,794800000.0,1128100000.0,,,,386300000.0,,203600000.0,654900000.0,318400000.0,3486100000.0,34866200000.0,,,1812800000.0,2145100000.0,,12757600000.0,,51581700000.0,55067800000.0,,,0.0,8476700000.0,58752000000.0,-71235200000.0,-2559700000.0,,-6566200000.0,-6566200000.0,,-6566200000.0,48501600000.0
fun_886A1E,com_Dg2ey6,McDonald's Corp,63908.0,MCD,,2022-06-30,,2022,Q2,2022-08-04 19:43:48 +0000,1872500000.0,,,1836700000.0,,43300000.0,1166800000.0,,,,4919300000.0,40114300000.0,16779800000.0,23334500000.0,1074000000.0,,2722400000.0,,,,17197600000.0,,20994000000.0,49247800000.0,,739400000.0,1018600000.0,,,,503800000.0,,215900000.0,689600000.0,312800000.0,3480100000.0,34576500000.0,,,1969100000.0,2249700000.0,,13342200000.0,,52137500000.0,55617600000.0,,,0.0,8395300000.0,57785100000.0,-70303800000.0,-2246400000.0,,-6369800000.0,-6369800000.0,,-6369800000.0,49247800000.0
fun_AaqWOk,com_Dg2ey6,McDonald's Corp,63908.0,MCD,,2022-03-31,,2022,Q1,2022-05-02 17:05:28 +0000,2335700000.0,,,1674100000.0,,49600000.0,597000000.0,,,,4656400000.0,41773100000.0,17338400000.0,24434700000.0,1177200000.0,,2813900000.0,,,,17795500000.0,,21786600000.0,50877700000.0,,718600000.0,1637500000.0,,,,593500000.0,,270700000.0,691900000.0,322400000.0,4234600000.0,33988800000.0,,,2632800000.0,2048500000.0,,13963800000.0,,52633900000.0,56868500000.0,,,0.0,8323700000.0,57614000000.0,-69286600000.0,-2641900000.0,,-5990800000.0,-5990800000.0,,-5990800000.0,50877700000.0
fun_Grn3OA,com_Dg2ey6,McDonald's Corp,63908.0,MCD,,2021-09-30,,2021,Q3,2021-11-02 21:15:02 +0000,4305800000.0,,,1828500000.0,,50100000.0,611500000.0,,,,6795900000.0,41423700000.0,16995000000.0,24428700000.0,1171400000.0,,2744200000.0,,,,17586800000.0,,21502400000.0,52727000000.0,500000000.0,772600000.0,1268800000.0,,1027300000.0,,259700000.0,,253500000.0,701500000.0,312200000.0,5095600000.0,34628000000.0,,,2599000000.0,2046200000.0,,14033200000.0,,53306400000.0,58402000000.0,,,0.0,8142400000.0,55897700000.0,-67051900000.0,-2663200000.0,,-5675000000.0,-5675000000.0,,-5675000000.0,52727000000.0
fun_AaMZwQ,com_Dg2ey6,McDonald's Corp,63908.0,MCD,,2021-06-30,,2021,Q2,2021-08-04 14:55:26 +0000,3049400000.0,,,1808300000.0,,47800000.0,795700000.0,,,,5701200000.0,41535500000.0,16915300000.0,24620200000.0,1196800000.0,,2778100000.0,,,,17596800000.0,,21571700000.0,51893100000.0,500000000.0,730900000.0,1137100000.0,,,,281400000.0,,241200000.0,720400000.0,323800000.0,3934800000.0,34922600000.0,,,2580100000.0,2067400000.0,,14196200000.0,,53766300000.0,57701100000.0,,,0.0,8062600000.0,55739000000.0,-67038400000.0,-2571200000.0,,-5808000000.0,-5808000000.0,,-5808000000.0,51893100000.0
fun_6GDQbp,com_Dg2ey6,McDonald's Corp,63908.0,MCD,,2021-03-31,,2021,Q1,2021-05-05 15:55:09 +0000,3019700000.0,,,1733700000.0,,45300000.0,669200000.0,,,,5467900000.0,41082200000.0,16532400000.0,24549800000.0,1211100000.0,,2745800000.0,,,,17128500000.0,,21085400000.0,51103100000.0,900000000.0,670000000.0,1047900000.0,,,,718300000.0,,192000000.0,718400000.0,333200000.0,4579800000.0,34823200000.0,,,2665900000.0,2101900000.0,,14167800000.0,,53758800000.0,58338600000.0,,,0.0,7975700000.0,54483000000.0,-67058300000.0,-2635900000.0,,-7235500000.0,-7235500000.0,,-7235500000.0,51103100000.0
fun_qRJY15,com_Dg2ey6,McDonald's Corp,63908.0,MCD,,2021-12-31,,2021,FY,2022-11-07 22:16:42 +0000,4709200000.0,,,1872400000.0,,55600000.0,511300000.0,,,,7148500000.0,41916600000.0,17196000000.0,24720600000.0,1201200000.0,,2782500000.0,,,,18001500000.0,,21985200000.0,53854300000.0,,1006800000.0,1347000000.0,,,,360700000.0,,236700000.0,705500000.0,363300000.0,4020000000.0,35622700000.0,,,2635100000.0,2075600000.0,,14101900000.0,,54435300000.0,58455300000.0,,,0.0,8248200000.0,57534700000.0,-67810200000.0,-2573700000.0,,-4601000000.0,-4601000000.0,,-4601000000.0,53854300000.0
fun_bWZZYZ,com_EgA5gQ,3M Co,66740.0,MMM,,2022-09-30,,2022,Q3,2022-10-25 18:01:55 +0000,3404000000.0,,185000000.0,,4722000000.0,5615000000.0,467000000.0,,502000000.0,,14895000000.0,26666000000.0,17470000000.0,9196000000.0,,,12669000000.0,4815000000.0,,,4601000000.0,,22085000000.0,46176000000.0,1856000000.0,3063000000.0,,,,,270000000.0,717000000.0,,3637000000.0,,9543000000.0,13849000000.0,,,,,2502000000.0,6126000000.0,,22477000000.0,32020000000.0,0.0,,,6663000000.0,48245000000.0,-32843000000.0,-7985000000.0,,14080000000.0,14080000000.0,76000000.0,14156000000.0,46176000000.0
fun_95vYak,com_EgA5gQ,3M Co,66740.0,MMM,,2022-06-30,,2022,Q2,2022-07-27 15:32:32 +0000,2722000000.0,,262000000.0,,4914000000.0,5645000000.0,588000000.0,,383000000.0,,14514000000.0,27013000000.0,17694000000.0,9319000000.0,,,13064000000.0,4993000000.0,,,3744000000.0,,21801000000.0,45634000000.0,2257000000.0,3273000000.0,,,,,228000000.0,704000000.0,,3434000000.0,,9896000000.0,14019000000.0,,,,,2638000000.0,5265000000.0,,21922000000.0,31818000000.0,0.0,,,6616000000.0,45269000000.0,-30781000000.0,-7362000000.0,,13742000000.0,13742000000.0,74000000.0,13816000000.0,45634000000.0
fun_OrDvv2,com_EgA5gQ,3M Co,66740.0,MMM,,2022-03-31,,2022,Q1,2022-04-26 17:09:22 +0000,3247000000.0,,112000000.0,,4815000000.0,5290000000.0,561000000.0,,427000000.0,,14452000000.0,27157000000.0,17768000000.0,9389000000.0,,,13368000000.0,5141000000.0,,,3505000000.0,,22014000000.0,45855000000.0,1877000000.0,3164000000.0,,,,,274000000.0,638000000.0,,3199000000.0,,9152000000.0,14801000000.0,,,,,2792000000.0,4106000000.0,,21699000000.0,30851000000.0,0.0,,,6568000000.0,46056000000.0,-30860000000.0,-6834000000.0,,14930000000.0,14930000000.0,74000000.0,15004000000.0,45855000000.0
fun_Vb12bW,com_EgA5gQ,3M Co,66740.0,MMM,,2021-09-30,,2021,Q3,2021-10-26 18:53:46 +0000,4878000000.0,,855000000.0,,4916000000.0,4950000000.0,501000000.0,,326000000.0,,16426000000.0,27211000000.0,17888000000.0,9323000000.0,,,13597000000.0,5426000000.0,,,3506000000.0,,22529000000.0,48278000000.0,1972000000.0,2862000000.0,,,,,278000000.0,1019000000.0,,3504000000.0,,9635000000.0,16193000000.0,,,,,3987000000.0,3933000000.0,,24113000000.0,33748000000.0,0.0,,,6392000000.0,45361000000.0,-29673000000.0,-7620000000.0,,14460000000.0,14460000000.0,70000000.0,14530000000.0,48278000000.0
fun_eowkJW,com_EgA5gQ,3M Co,66740.0,MMM,,2021-06-30,,2021,Q2,2021-07-27 14:55:50 +0000,4695000000.0,,805000000.0,,4991000000.0,4842000000.0,633000000.0,,377000000.0,,16343000000.0,27132000000.0,17774000000.0,9358000000.0,,,13722000000.0,5572000000.0,,,3312000000.0,,22606000000.0,48307000000.0,1981000000.0,2931000000.0,,,,,247000000.0,832000000.0,,3449000000.0,,9440000000.0,16267000000.0,,,,,4184000000.0,3900000000.0,,24351000000.0,33791000000.0,0.0,,,6346000000.0,44824000000.0,-29236000000.0,-7486000000.0,,14448000000.0,14448000000.0,68000000.0,14516000000.0,48307000000.0
fun_Aa8vpp,com_EgA5gQ,3M Co,66740.0,MMM,,2021-03-31,,2021,Q1,2021-04-27 14:55:49 +0000,4636000000.0,,501000000.0,,4817000000.0,4458000000.0,535000000.0,,398000000.0,,15345000000.0,26705000000.0,17465000000.0,9240000000.0,,,13654000000.0,5697000000.0,,,3244000000.0,,22595000000.0,47180000000.0,1368000000.0,2670000000.0,,,,,277000000.0,655000000.0,,3393000000.0,,8363000000.0,16819000000.0,,,,,4231000000.0,3939000000.0,,24989000000.0,33352000000.0,0.0,,,6292000000.0,44255000000.0,-29020000000.0,-7767000000.0,,13760000000.0,13760000000.0,68000000.0,13828000000.0,47180000000.0
fun_1ELL4v,com_EgA5gQ,3M Co,66740.0,MMM,,2021-12-31,,2021,FY,2022-10-25 18:01:55 +0000,4564000000.0,,201000000.0,,4660000000.0,4985000000.0,654000000.0,,339000000.0,,15403000000.0,27213000000.0,17784000000.0,9429000000.0,,,13486000000.0,5288000000.0,,,3466000000.0,,22240000000.0,47072000000.0,1307000000.0,2994000000.0,,,,,260000000.0,1020000000.0,,3454000000.0,,9035000000.0,16056000000.0,,,,,2870000000.0,3994000000.0,,22920000000.0,31955000000.0,0.0,,,6438000000.0,45821000000.0,-30463000000.0,-6750000000.0,,15046000000.0,15046000000.0,71000000.0,15117000000.0,47072000000.0
fun_olOAn4,com_ByKvzb,Merck & Co Inc,310158.0,MRK,,2022-09-30,,2022,Q3,2022-11-03 20:28:44 +0000,11145000000.0,,103000000.0,,9482000000.0,5614000000.0,,7217000000.0,,,33561000000.0,,,20424000000.0,984000000.0,,21160000000.0,21368000000.0,9584000000.0,,,,53096000000.0,107081000000.0,1936000000.0,3371000000.0,,,1771000000.0,,1698000000.0,,,14222000000.0,,22998000000.0,28482000000.0,,,,2417000000.0,,8660000000.0,,39559000000.0,62557000000.0,,,,46031000000.0,59928000000.0,-56758000000.0,-4743000000.0,,44458000000.0,44458000000.0,66000000.0,44524000000.0,107081000000.0
fun_qRwKYk,com_ByKvzb,Merck & Co Inc,310158.0,MRK,,2022-06-30,,2022,Q2,2022-08-04 21:35:47 +0000,9675000000.0,,453000000.0,,9643000000.0,5535000000.0,,6810000000.0,,,32116000000.0,,,20059000000.0,238000000.0,,21213000000.0,22497000000.0,10972000000.0,,,,54920000000.0,107095000000.0,2979000000.0,3482000000.0,,,1768000000.0,,1438000000.0,,,13501000000.0,,23168000000.0,28684000000.0,,,,2974000000.0,,8951000000.0,,40609000000.0,63777000000.0,,,,45903000000.0,58437000000.0,-56770000000.0,-4327000000.0,,43243000000.0,43243000000.0,75000000.0,43318000000.0,107095000000.0
fun_EbWB5p,com_ByKvzb,Merck & Co Inc,310158.0,MRK,,2022-03-31,,2022,Q1,2022-05-05 20:28:37 +0000,8556000000.0,,372000000.0,,9828000000.0,5774000000.0,,6654000000.0,,,31184000000.0,,,19747000000.0,316000000.0,,21258000000.0,23022000000.0,11141000000.0,,,,55737000000.0,106668000000.0,1208000000.0,3715000000.0,,,1771000000.0,,1571000000.0,,,14051000000.0,,22316000000.0,30586000000.0,,,,3071000000.0,,9742000000.0,,43399000000.0,65715000000.0,,,,46063000000.0,56252000000.0,-57063000000.0,-4369000000.0,,40883000000.0,40883000000.0,70000000.0,40953000000.0,106668000000.0
fun_95k2dk,com_ByKvzb,Merck & Co Inc,310158.0,MRK,,2021-09-30,,2021,Q3,2021-11-05 20:09:58 +0000,10016000000.0,,,,8571000000.0,5603000000.0,,6868000000.0,,0.0,31058000000.0,,,18565000000.0,435000000.0,,18862000000.0,13384000000.0,,,11190000000.0,0.0,43871000000.0,93494000000.0,3534000000.0,3366000000.0,,,1660000000.0,,954000000.0,,,14214000000.0,0.0,23728000000.0,22907000000.0,,,,1527000000.0,,9469000000.0,0.0,33903000000.0,57631000000.0,,,,45937000000.0,51691000000.0,-57244000000.0,-4590000000.0,,35794000000.0,35794000000.0,69000000.0,35863000000.0,93494000000.0
fun_MeKxDk,com_ByKvzb,Merck & Co Inc,310158.0,MRK,,2021-06-30,,2021,Q2,2021-08-09 07:07:53 +0000,8575000000.0,,,,7843000000.0,5499000000.0,,6748000000.0,,0.0,28665000000.0,,,18064000000.0,411000000.0,,18873000000.0,13622000000.0,,,11053000000.0,0.0,43959000000.0,90688000000.0,2488000000.0,3897000000.0,,,1662000000.0,,971000000.0,,,12888000000.0,0.0,21906000000.0,24033000000.0,,,,1489000000.0,,9872000000.0,0.0,35394000000.0,57300000000.0,,,,45827000000.0,48777000000.0,-56682000000.0,-4628000000.0,,33294000000.0,33294000000.0,94000000.0,33388000000.0,90688000000.0
fun_3rdQ34,com_ByKvzb,Merck & Co Inc,310158.0,MRK,,2021-03-31,,2021,Q1,2021-05-05 16:26:12 +0000,6981000000.0,,,,8235000000.0,6402000000.0,,5291000000.0,,,26909000000.0,,,18295000000.0,544000000.0,,20212000000.0,14401000000.0,,,10486000000.0,,45643000000.0,90847000000.0,7251000000.0,4034000000.0,,,1675000000.0,,1490000000.0,,,11911000000.0,,26361000000.0,24002000000.0,,,,1204000000.0,,12241000000.0,,37447000000.0,63808000000.0,,,,41401000000.0,48888000000.0,-56722000000.0,-6622000000.0,,26945000000.0,26945000000.0,94000000.0,27039000000.0,90847000000.0
fun_JboWxe,com_ByKvzb,Merck & Co Inc,310158.0,MRK,,2021-12-31,,2021,FY,2022-11-03 20:28:44 +0000,8096000000.0,,0.0,,9230000000.0,5953000000.0,,6987000000.0,,,30266000000.0,,,19279000000.0,370000000.0,,21264000000.0,22933000000.0,11582000000.0,,,,56149000000.0,105694000000.0,2412000000.0,4609000000.0,,,1768000000.0,,1224000000.0,,,13859000000.0,,23872000000.0,30690000000.0,,,,3441000000.0,,9434000000.0,,43565000000.0,67437000000.0,,,,46026000000.0,53696000000.0,-57109000000.0,-4429000000.0,,38184000000.0,38184000000.0,73000000.0,38257000000.0,105694000000.0
