fundamental_id,company_id,name,cik,ticker,start_date,end_date,months,fiscal_year,fiscal_period,filing_date,cashandequivalents,restrictedcash,shortterminvestments,notereceivable,accountsreceivable,netinventory,prepaidexpenses,currentdeferredtaxassets,othercurrentassets,othercurrentnonoperatingassets,totalcurrentassets,grossppe,accumulateddepreciation,netppe,longterminvestments,noncurrentnotereceivables,goodwill,intangibleassets,noncurrentdeferredtaxassets,employeebenefitassets,othernoncurrentassets,othernoncurrentnonoperatingassets,totalnoncurrentassets,totalassets,shorttermdebt,accountspayable,accruedexpenses,customerdeposits,dividendspayable,currentdeferredrevenue,currentdeferredtaxliabilities,currentemployeebenefitliabilities,othertaxespayable,othercurrentliabilities,othercurrentnonoperatingliabilities,totalcurrentliabilities,longtermdebt,capitalleaseobligations,assetretirementandlitigationobligation,noncurrentdeferredrevenue,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othernoncurrentliabilities,othernoncurrentnonoperatingliabilities,totalnoncurrentliabilities,totalliabilities,commitmentsandcontingencies,redeemablenoncontrollinginterest,totalpreferredequity,commonequity,retainedearnings,treasurystock,aoci,otherequity,totalcommonequity,totalequity,noncontrollinginterests,totalequityandnoncontrollinginterests,totalliabilitiesandequity
fun_LJqqJP,com_qzEByJ,Microsoft Corp,789019.0,MSFT,,2022-09-30,,2023,Q1,2022-10-25 20:08:55 +0000,22884000000.0,,84378000000.0,,31279000000.0,4268000000.0,,,18003000000.0,,160812000000.0,,,77037000000.0,6839000000.0,,67459000000.0,10808000000.0,,,36829000000.0,,121935000000.0,359784000000.0,3248000000.0,16609000000.0,,,,41340000000.0,6729000000.0,7405000000.0,,12058000000.0,,87389000000.0,45374000000.0,,,26261000000.0,223000000.0,,26971000000.0,,98829000000.0,186218000000.0,0.0,,,88535000000.0,92374000000.0,,-7343000000.0,,173566000000.0,173566000000.0,,173566000000.0,359784000000.0
fun_eokLmE,com_qzEByJ,Microsoft Corp,789019.0,MSFT,,2022-03-31,,2022,Q3,2022-04-26 20:08:55 +0000,12498000000.0,,92195000000.0,,32613000000.0,3296000000.0,,,13320000000.0,,153922000000.0,,,70298000000.0,6907000000.0,,67371000000.0,11348000000.0,,,34761000000.0,,120387000000.0,344607000000.0,1749000000.0,16085000000.0,,,,34027000000.0,4646000000.0,9067000000.0,,11865000000.0,,77439000000.0,48177000000.0,,,29252000000.0,304000000.0,,26511000000.0,,104244000000.0,181683000000.0,0.0,,,85767000000.0,79633000000.0,,-2476000000.0,,162924000000.0,162924000000.0,,162924000000.0,344607000000.0
fun_Eb5Oj6,com_qzEByJ,Microsoft Corp,789019.0,MSFT,,2021-12-31,,2022,Q2,2022-01-25 21:09:04 +0000,20604000000.0,,104765000000.0,,33520000000.0,3019000000.0,,,12280000000.0,,174188000000.0,,,67214000000.0,6994000000.0,,50921000000.0,7462000000.0,,,33610000000.0,,98987000000.0,340389000000.0,4998000000.0,15314000000.0,,,,34001000000.0,3731000000.0,7782000000.0,,11684000000.0,,77510000000.0,48260000000.0,,,28889000000.0,199000000.0,,25521000000.0,,102869000000.0,180379000000.0,0.0,,,84528000000.0,75045000000.0,,437000000.0,,160010000000.0,160010000000.0,,160010000000.0,340389000000.0
fun_PQw5Jv,com_qzEByJ,Microsoft Corp,789019.0,MSFT,,2021-09-30,,2022,Q1,2021-10-26 20:11:30 +0000,19165000000.0,,111450000000.0,,27349000000.0,3411000000.0,,,12951000000.0,,174326000000.0,,,63772000000.0,6393000000.0,,50455000000.0,7794000000.0,,,32678000000.0,,97320000000.0,335418000000.0,3249000000.0,14832000000.0,,,,38465000000.0,6272000000.0,6894000000.0,,10816000000.0,,80528000000.0,50039000000.0,,,28265000000.0,212000000.0,,24396000000.0,,102912000000.0,183440000000.0,0.0,,,83751000000.0,66944000000.0,,1283000000.0,,151978000000.0,151978000000.0,,151978000000.0,335418000000.0
fun_WObbO0,com_qzEByJ,Microsoft Corp,789019.0,MSFT,,2022-06-30,,2022,FY,2022-10-25 20:08:55 +0000,13931000000.0,,90826000000.0,,44261000000.0,3742000000.0,,,16924000000.0,,169684000000.0,,,74398000000.0,6891000000.0,,67524000000.0,11298000000.0,,,35045000000.0,,120758000000.0,364840000000.0,2749000000.0,19000000000.0,,,,45538000000.0,4067000000.0,10661000000.0,,13067000000.0,,95082000000.0,47032000000.0,,,28939000000.0,230000000.0,,27015000000.0,,103216000000.0,198298000000.0,0.0,,,86939000000.0,84281000000.0,,-4678000000.0,,166542000000.0,166542000000.0,,166542000000.0,364840000000.0
fun_qRebWk,com_qzEByJ,Microsoft Corp,789019.0,MSFT,,2021-03-31,,2021,Q3,2021-04-27 16:09:38 +0000,13702000000.0,,111705000000.0,,26322000000.0,2245000000.0,,,11640000000.0,,165614000000.0,,,54945000000.0,5395000000.0,,49698000000.0,8127000000.0,,,25100000000.0,,88320000000.0,308879000000.0,8051000000.0,13412000000.0,,,,30083000000.0,2165000000.0,8032000000.0,,10450000000.0,,72193000000.0,50007000000.0,,,29788000000.0,173000000.0,,22213000000.0,,102181000000.0,174374000000.0,0.0,,,82308000000.0,50735000000.0,,1462000000.0,,134505000000.0,134505000000.0,,134505000000.0,308879000000.0
fun_wWNGoj,com_qzEByJ,Microsoft Corp,789019.0,MSFT,,2020-12-31,,2021,Q2,2021-01-26 16:09:34 +0000,14432000000.0,,117536000000.0,,27312000000.0,1924000000.0,,,12769000000.0,,173973000000.0,,,51737000000.0,3794000000.0,,44219000000.0,6555000000.0,,,23859000000.0,,78427000000.0,304137000000.0,5387000000.0,12770000000.0,,,,30402000000.0,1562000000.0,6838000000.0,,10527000000.0,,67486000000.0,55136000000.0,,,29686000000.0,174000000.0,,21419000000.0,,106415000000.0,173901000000.0,0.0,,,81896000000.0,44973000000.0,,3367000000.0,,130236000000.0,130236000000.0,,130236000000.0,304137000000.0
fun_95Oe71,com_qzEByJ,Microsoft Corp,789019.0,MSFT,,2020-09-30,,2021,Q1,2020-10-27 16:21:58 +0000,17205000000.0,,120772000000.0,,22851000000.0,2705000000.0,,,13544000000.0,,177077000000.0,,,47927000000.0,3103000000.0,,43890000000.0,6923000000.0,,,22081000000.0,,75997000000.0,301001000000.0,6497000000.0,12509000000.0,,,,33476000000.0,2384000000.0,5714000000.0,,9476000000.0,,70056000000.0,57055000000.0,,,31033000000.0,187000000.0,,19278000000.0,,107553000000.0,177609000000.0,0.0,,,81089000000.0,39193000000.0,,3110000000.0,,123392000000.0,123392000000.0,,123392000000.0,301001000000.0
fun_eoGe4J,com_qzEByJ,Microsoft Corp,789019.0,MSFT,,2021-06-30,,2021,FY,2022-07-28 20:06:19 +0000,14224000000.0,,116110000000.0,,38043000000.0,2636000000.0,,,13393000000.0,,184406000000.0,,,59715000000.0,5984000000.0,,49711000000.0,7800000000.0,,,26163000000.0,,89658000000.0,333779000000.0,8072000000.0,15163000000.0,,,,41525000000.0,2174000000.0,10057000000.0,,11666000000.0,,88657000000.0,50074000000.0,,,29806000000.0,198000000.0,,23056000000.0,,103134000000.0,191791000000.0,0.0,,,83111000000.0,57055000000.0,,1822000000.0,,141988000000.0,141988000000.0,,141988000000.0,333779000000.0
fun_pR8E7Z,com_bzqRpy,Nike Inc,320187.0,NKE,,2022-08-31,,2023,Q1,2022-10-06 20:17:47 +0000,7226000000.0,,4650000000.0,,4960000000.0,9662000000.0,2379000000.0,,,,28877000000.0,,,4778000000.0,,,282000000.0,283000000.0,3988000000.0,,2880000000.0,,7433000000.0,41088000000.0,509000000.0,3371000000.0,6277000000.0,,,,338000000.0,,,424000000.0,,10919000000.0,8922000000.0,,,,2689000000.0,,2736000000.0,,14347000000.0,25266000000.0,0.0,0.0,,11648000000.0,3535000000.0,,636000000.0,,15819000000.0,15822000000.0,,15822000000.0,41088000000.0
fun_1EJbOe,com_bzqRpy,Nike Inc,320187.0,NKE,,2022-02-28,,2022,Q3,2022-04-05 20:17:29 +0000,8704000000.0,,4763000000.0,,3827000000.0,7700000000.0,1968000000.0,,,,26962000000.0,4806000000.0,,4806000000.0,,,284000000.0,291000000.0,3275000000.0,,2959000000.0,,6809000000.0,38577000000.0,0.0,2770000000.0,5391000000.0,,,,202000000.0,,,455000000.0,,8818000000.0,9418000000.0,,,,2748000000.0,,2784000000.0,,14950000000.0,23768000000.0,,0.0,,11189000000.0,3521000000.0,,99000000.0,,14809000000.0,14809000000.0,,14809000000.0,38577000000.0
fun_Eb5mB1,com_bzqRpy,Nike Inc,320187.0,NKE,,2021-11-30,,2022,Q2,2022-01-06 21:35:33 +0000,10751000000.0,,4352000000.0,,3746000000.0,6506000000.0,1822000000.0,,,,27177000000.0,4812000000.0,,4812000000.0,,,242000000.0,265000000.0,3404000000.0,,3017000000.0,,6928000000.0,38917000000.0,9000000.0,2795000000.0,5431000000.0,,,,160000000.0,,,462000000.0,,8857000000.0,9417000000.0,,,,2884000000.0,,2835000000.0,,15136000000.0,23993000000.0,,0.0,,10993000000.0,3786000000.0,,145000000.0,,14924000000.0,14924000000.0,,14924000000.0,38917000000.0
fun_MeVE6G,com_bzqRpy,Nike Inc,320187.0,NKE,,2021-08-31,,2022,Q1,2021-10-05 20:03:18 +0000,10720000000.0,,2975000000.0,,4341000000.0,6699000000.0,1655000000.0,,,,26390000000.0,,,4869000000.0,,,242000000.0,267000000.0,3071000000.0,,3078000000.0,,6658000000.0,37917000000.0,15000000.0,2135000000.0,5296000000.0,,,,361000000.0,,,462000000.0,,8269000000.0,9415000000.0,,,,2992000000.0,,2898000000.0,,15305000000.0,23574000000.0,,0.0,,10524000000.0,3886000000.0,,-67000000.0,,14343000000.0,14343000000.0,,14343000000.0,37917000000.0
fun_xYak7W,com_bzqRpy,Nike Inc,320187.0,NKE,,2022-05-31,,2022,FY,2022-10-06 20:17:47 +0000,8574000000.0,,4423000000.0,,4667000000.0,8420000000.0,2129000000.0,,,,28213000000.0,,,4791000000.0,,,284000000.0,286000000.0,3821000000.0,,2926000000.0,,7317000000.0,40321000000.0,510000000.0,3358000000.0,6220000000.0,,,,222000000.0,,,420000000.0,,10730000000.0,8920000000.0,,,,2613000000.0,,2777000000.0,,14310000000.0,25040000000.0,0.0,0.0,,11484000000.0,3476000000.0,,318000000.0,,15278000000.0,15281000000.0,,15281000000.0,40321000000.0
fun_GrwDJe,com_bzqRpy,Nike Inc,320187.0,NKE,,2021-02-28,,2021,Q3,2021-04-02 16:07:59 +0000,8516000000.0,,4012000000.0,,3669000000.0,6693000000.0,1810000000.0,,,,24700000000.0,,,4958000000.0,,,242000000.0,271000000.0,2865000000.0,,3149000000.0,,6527000000.0,36185000000.0,4000000.0,2257000000.0,5907000000.0,,,,256000000.0,,,470000000.0,,8894000000.0,9412000000.0,,,,2984000000.0,,2964000000.0,,15360000000.0,24254000000.0,,0.0,,9648000000.0,2729000000.0,,-446000000.0,,11931000000.0,11931000000.0,,11931000000.0,36185000000.0
fun_LJr0NO,com_bzqRpy,Nike Inc,320187.0,NKE,,2020-11-30,,2021,Q2,2021-01-05 16:12:56 +0000,8635000000.0,,3177000000.0,,3713000000.0,6090000000.0,1992000000.0,,,,23607000000.0,4959000000.0,,4959000000.0,,,223000000.0,270000000.0,2691000000.0,,3086000000.0,,6270000000.0,34836000000.0,41000000.0,2154000000.0,6030000000.0,,,,188000000.0,,,458000000.0,,8871000000.0,9410000000.0,,,,3019000000.0,,2896000000.0,,15325000000.0,24196000000.0,,0.0,,9339000000.0,1730000000.0,,-429000000.0,,10640000000.0,10640000000.0,,10640000000.0,34836000000.0
fun_qRkMAp,com_bzqRpy,Nike Inc,320187.0,NKE,,2020-08-31,,2021,Q1,2020-10-08 16:10:03 +0000,8148000000.0,,1332000000.0,,3813000000.0,6705000000.0,1939000000.0,,,,21937000000.0,,,4969000000.0,,,223000000.0,272000000.0,2699000000.0,,3158000000.0,,6352000000.0,33258000000.0,138000000.0,1983000000.0,5742000000.0,,,,297000000.0,,,459000000.0,,8619000000.0,9408000000.0,,,,3046000000.0,,2961000000.0,,15415000000.0,24034000000.0,,0.0,,8698000000.0,927000000.0,,-401000000.0,,9224000000.0,9224000000.0,,9224000000.0,33258000000.0
fun_wWbVvY,com_bzqRpy,Nike Inc,320187.0,NKE,,2021-05-31,,2021,FY,2022-07-21 20:05:53 +0000,9889000000.0,,3587000000.0,,4463000000.0,6854000000.0,1498000000.0,,,,26291000000.0,,,4904000000.0,,,242000000.0,269000000.0,2921000000.0,,3113000000.0,,6545000000.0,37740000000.0,2000000.0,2836000000.0,6063000000.0,,,,306000000.0,,,467000000.0,,9674000000.0,9413000000.0,,,,2955000000.0,,2931000000.0,,15299000000.0,24973000000.0,0.0,0.0,,9968000000.0,3179000000.0,,-380000000.0,,12767000000.0,12767000000.0,,12767000000.0,37740000000.0
fun_6GObvN,com_PypZX3,Procter & Gamble Co,80424.0,PG,,2022-09-30,,2023,Q1,2022-10-19 20:16:47 +0000,,6710000000.0,,,5720000000.0,7590000000.0,2501000000.0,,,,22521000000.0,,,20593000000.0,,,38761000000.0,23465000000.0,,,10942000000.0,,73168000000.0,116282000000.0,11717000000.0,14845000000.0,10056000000.0,,,,,,,,,36618000000.0,21286000000.0,,,,6986000000.0,,7058000000.0,,35330000000.0,71948000000.0,,,834000000.0,69964000000.0,114163000000.0,-127205000000.0,-12811000000.0,-870000000.0,43241000000.0,44075000000.0,259000000.0,44334000000.0,116282000000.0
fun_MeMkoN,com_PypZX3,Procter & Gamble Co,80424.0,PG,,2022-03-31,,2022,Q3,2022-04-20 20:16:34 +0000,,8526000000.0,,,5513000000.0,7101000000.0,2276000000.0,,,,23416000000.0,,,21323000000.0,,,40710000000.0,23913000000.0,,,10855000000.0,,75478000000.0,120217000000.0,9902000000.0,14175000000.0,10324000000.0,,,,,,,,,34401000000.0,23767000000.0,,,,6543000000.0,,9760000000.0,,40070000000.0,74471000000.0,,,846000000.0,69623000000.0,111645000000.0,-122272000000.0,-13448000000.0,-916000000.0,44632000000.0,45478000000.0,268000000.0,45746000000.0,120217000000.0
fun_rJjONk,com_PypZX3,Procter & Gamble Co,80424.0,PG,,2021-12-31,,2022,Q2,2022-01-19 21:17:41 +0000,,11544000000.0,,,5241000000.0,6673000000.0,2087000000.0,,,,25545000000.0,,,21357000000.0,,,40315000000.0,23538000000.0,,,10661000000.0,,74514000000.0,121416000000.0,13331000000.0,14154000000.0,10542000000.0,,,,,,,,,38027000000.0,22322000000.0,,,,6506000000.0,,9668000000.0,,38496000000.0,76523000000.0,,,856000000.0,69441000000.0,110393000000.0,-121543000000.0,-13564000000.0,-965000000.0,43762000000.0,44618000000.0,275000000.0,44893000000.0,121416000000.0
fun_OrvjbV,com_PypZX3,Procter & Gamble Co,80424.0,PG,,2021-09-30,,2022,Q1,2021-10-19 20:27:06 +0000,,10370000000.0,,,5662000000.0,6307000000.0,1997000000.0,,,,24336000000.0,,,21392000000.0,,,40493000000.0,23504000000.0,,,9944000000.0,,73941000000.0,119669000000.0,11989000000.0,14223000000.0,10377000000.0,,,,,,,,,36589000000.0,20558000000.0,,,,6323000000.0,,9791000000.0,,36672000000.0,73261000000.0,,,859000000.0,69157000000.0,108361000000.0,-117240000000.0,-14062000000.0,-964000000.0,45252000000.0,46111000000.0,297000000.0,46408000000.0,119669000000.0
fun_vxkbOK,com_PypZX3,Procter & Gamble Co,80424.0,PG,,2022-06-30,,2022,FY,2022-10-19 20:16:47 +0000,,7214000000.0,,,5143000000.0,6924000000.0,2372000000.0,,,,21653000000.0,,,21195000000.0,,,39700000000.0,23679000000.0,,,10981000000.0,,74360000000.0,117208000000.0,8645000000.0,14882000000.0,9554000000.0,,,,,,,,,33081000000.0,22848000000.0,,,,6809000000.0,,7616000000.0,,37273000000.0,70354000000.0,,,843000000.0,69804000000.0,112429000000.0,-123382000000.0,-12189000000.0,-916000000.0,45746000000.0,46589000000.0,265000000.0,46854000000.0,117208000000.0
fun_dKEo5q,com_PypZX3,Procter & Gamble Co,80424.0,PG,,2021-03-31,,2021,Q3,2021-04-20 16:25:09 +0000,,10007000000.0,,,4861000000.0,6002000000.0,1738000000.0,,,,22608000000.0,,,21103000000.0,,,40612000000.0,23658000000.0,,,8797000000.0,,73067000000.0,116778000000.0,8773000000.0,12134000000.0,11109000000.0,,,,,,,,,32016000000.0,21053000000.0,,,,5977000000.0,,10813000000.0,,37843000000.0,69859000000.0,,,873000000.0,68691000000.0,105674000000.0,-112147000000.0,-15489000000.0,-1006000000.0,45723000000.0,46596000000.0,323000000.0,46919000000.0,116778000000.0
fun_Kkrxkv,com_PypZX3,Procter & Gamble Co,80424.0,PG,,2020-12-31,,2021,Q2,2021-01-20 16:17:09 +0000,,11941000000.0,,,4819000000.0,5957000000.0,1938000000.0,,,,24655000000.0,,,21416000000.0,,,41381000000.0,23864000000.0,,,8796000000.0,,74041000000.0,120112000000.0,8586000000.0,12027000000.0,11131000000.0,,,,,,,,,31744000000.0,22514000000.0,,,,6073000000.0,,11241000000.0,,39828000000.0,71572000000.0,,,885000000.0,68681000000.0,104361000000.0,-109583000000.0,-15091000000.0,-1072000000.0,47296000000.0,48181000000.0,359000000.0,48540000000.0,120112000000.0
fun_Jb2K9B,com_PypZX3,Procter & Gamble Co,80424.0,PG,,2020-09-30,,2021,Q1,2020-10-20 16:18:06 +0000,,13392000000.0,,,5043000000.0,5707000000.0,1884000000.0,,,,26026000000.0,,,20876000000.0,,,40569000000.0,23814000000.0,,,8614000000.0,,72997000000.0,119899000000.0,7707000000.0,11935000000.0,10366000000.0,,,,,,,,,30008000000.0,23948000000.0,,,,6294000000.0,,11073000000.0,,41315000000.0,71323000000.0,,,888000000.0,68476000000.0,102539000000.0,-106794000000.0,-15881000000.0,-1046000000.0,47294000000.0,48182000000.0,394000000.0,48576000000.0,119899000000.0
fun_7KV8ZP,com_PypZX3,Procter & Gamble Co,80424.0,PG,,2021-06-30,,2021,FY,2022-08-05 20:21:50 +0000,10288000000.0,,,,4725000000.0,5983000000.0,2095000000.0,,,,23091000000.0,,,21686000000.0,,,40924000000.0,23642000000.0,,,9964000000.0,,74530000000.0,119307000000.0,8889000000.0,13720000000.0,10523000000.0,,,,,,,,,33132000000.0,23099000000.0,,,,6153000000.0,,10269000000.0,,39521000000.0,72653000000.0,,,800000002.0,68857000000.0,106374000000.0,-114973000000.0,-13744000000.0,-1006000000.0,45508000000.0,46308000002.0,276000000.0,46654000000.0,119307000000.0
fun_olOY5e,com_2zvGwy,UnitedHealth Group Inc,731766.0,UNH,,2022-09-30,,2022,Q3,2022-11-02 20:08:29 +0000,38845000000.0,,3682000000.0,,30731000000.0,,5657000000.0,,4022000000.0,,82937000000.0,,,9469000000.0,41557000000.0,,83904000000.0,10785000000.0,,,14412000000.0,,150658000000.0,243064000000.0,3229000000.0,27232000000.0,,,,12847000000.0,,,,57627000000.0,,100935000000.0,45438000000.0,,,,1659000000.0,,12111000000.0,,59208000000.0,160143000000.0,0.0,4857000000.0,0.0,10000000.0,83722000000.0,,-9086000000.0,,74646000000.0,74646000000.0,3418000000.0,78064000000.0,243064000000.0
fun_kp3VrQ,com_2zvGwy,UnitedHealth Group Inc,731766.0,UNH,,2022-06-30,,2022,Q2,2022-08-03 20:06:54 +0000,24612000000.0,,3352000000.0,,31157000000.0,,5218000000.0,,4017000000.0,,68356000000.0,,,9421000000.0,42427000000.0,,84159000000.0,11285000000.0,,,14524000000.0,,152395000000.0,230172000000.0,5592000000.0,25145000000.0,,,,2212000000.0,,,,55749000000.0,,88698000000.0,45799000000.0,,,,2581000000.0,,11967000000.0,,60347000000.0,149045000000.0,0.0,4922000000.0,0.0,10000000.0,80540000000.0,,-7730000000.0,,72820000000.0,72820000000.0,3385000000.0,76205000000.0,230172000000.0
fun_Vb58Jk,com_2zvGwy,UnitedHealth Group Inc,731766.0,UNH,,2022-03-31,,2022,Q1,2022-05-04 20:46:28 +0000,25482000000.0,,2914000000.0,,30865000000.0,,5613000000.0,,4155000000.0,,69029000000.0,,,9183000000.0,42353000000.0,,77548000000.0,9918000000.0,,,13207000000.0,,143026000000.0,221238000000.0,6697000000.0,25058000000.0,,,,2675000000.0,,,,53740000000.0,,88170000000.0,40796000000.0,,,,2954000000.0,,11671000000.0,,55421000000.0,143591000000.0,0.0,1519000000.0,0.0,10000000.0,78782000000.0,,-6026000000.0,,72766000000.0,72766000000.0,3362000000.0,76128000000.0,221238000000.0
fun_lwJ1m3,com_2zvGwy,UnitedHealth Group Inc,731766.0,UNH,,2021-09-30,,2021,Q3,2021-11-03 20:14:36 +0000,21085000000.0,,2786000000.0,,28232000000.0,,5203000000.0,,4304000000.0,,61610000000.0,,,8730000000.0,44777000000.0,,75435000000.0,10436000000.0,,,12057000000.0,,142705000000.0,213045000000.0,3620000000.0,24292000000.0,,,,2556000000.0,,,,49107000000.0,,79575000000.0,43345000000.0,,,,3649000000.0,,11844000000.0,,58838000000.0,138413000000.0,0.0,1373000000.0,0.0,10000000.0,75124000000.0,,-4856000000.0,,70278000000.0,70278000000.0,2981000000.0,73259000000.0,213045000000.0
fun_dKd4Gq,com_2zvGwy,UnitedHealth Group Inc,731766.0,UNH,,2021-06-30,,2021,Q2,2021-08-03 17:02:20 +0000,19832000000.0,,2729000000.0,,27217000000.0,,4940000000.0,,4198000000.0,,58916000000.0,,,8735000000.0,44061000000.0,,75827000000.0,10806000000.0,,,11947000000.0,,142641000000.0,210292000000.0,3868000000.0,23013000000.0,,,,2365000000.0,,,,47311000000.0,,76557000000.0,44348000000.0,,,,3641000000.0,,12425000000.0,,60414000000.0,136971000000.0,0.0,1299000000.0,0.0,10000000.0,73090000000.0,,-4086000000.0,,69014000000.0,69014000000.0,3008000000.0,72022000000.0,210292000000.0
fun_pR2OM1,com_2zvGwy,UnitedHealth Group Inc,731766.0,UNH,,2021-03-31,,2021,Q1,2021-05-05 17:17:06 +0000,19955000000.0,,2962000000.0,,27526000000.0,,4971000000.0,,4094000000.0,,59508000000.0,,,8496000000.0,42406000000.0,,72162000000.0,10842000000.0,,,11757000000.0,,137167000000.0,205171000000.0,8838000000.0,22997000000.0,,,,2612000000.0,,,,46194000000.0,,80641000000.0,37420000000.0,,,,3602000000.0,,12926000000.0,,53948000000.0,134589000000.0,0.0,1269000000.0,0.0,10000000.0,71220000000.0,,-4826000000.0,,66404000000.0,66404000000.0,2909000000.0,69313000000.0,205171000000.0
fun_JbojO6,com_2zvGwy,UnitedHealth Group Inc,731766.0,UNH,,2021-12-31,,2021,FY,2022-11-02 20:08:29 +0000,21375000000.0,,2532000000.0,,28082000000.0,,5320000000.0,,4449000000.0,,61758000000.0,,,8969000000.0,43114000000.0,,75795000000.0,10044000000.0,,,12526000000.0,,141479000000.0,212206000000.0,3620000000.0,24643000000.0,,,,2571000000.0,,,,47458000000.0,,78292000000.0,42383000000.0,,,,3265000000.0,,11787000000.0,,57435000000.0,135727000000.0,0.0,1434000000.0,0.0,10000000.0,77134000000.0,,-5384000000.0,,71760000000.0,71760000000.0,3285000000.0,75045000000.0,212206000000.0
fun_mqweLE,com_2zvNvz,Visa Inc,1403161.0,V,,2022-06-30,,2022,Q3,2022-07-28 20:04:21 +0000,14047000000.0,1483000000.0,3309000000.0,,2021000000.0,,2667000000.0,,5444000000.0,,28971000000.0,,,3146000000.0,2240000000.0,,17977000000.0,26093000000.0,,,6983000000.0,,53293000000.0,85410000000.0,3249000000.0,228000000.0,3303000000.0,,,2261000000.0,,1106000000.0,,10162000000.0,,20309000000.0,20546000000.0,,,,5685000000.0,,3387000000.0,,29618000000.0,49927000000.0,,,2851000000.0,18962000000.0,14960000000.0,,-1267000000.0,-23000000.0,32632000000.0,35483000000.0,,35483000000.0,85410000000.0
fun_nl93Ap,com_2zvNvz,Visa Inc,1403161.0,V,,2022-03-31,,2022,Q2,2022-04-28 20:07:54 +0000,12299000000.0,882000000.0,1230000000.0,,2135000000.0,,2295000000.0,,5250000000.0,,24091000000.0,,,3120000000.0,2296000000.0,,18143000000.0,27006000000.0,,,7152000000.0,,54597000000.0,81808000000.0,3548000000.0,182000000.0,3172000000.0,,,2309000000.0,,877000000.0,,8614000000.0,,18702000000.0,17479000000.0,,,,6081000000.0,,3557000000.0,,27117000000.0,45819000000.0,,,2987000000.0,18876000000.0,14651000000.0,,-405000000.0,-120000000.0,33002000000.0,35989000000.0,,35989000000.0,81808000000.0
fun_N8WLl0,com_2zvNvz,Visa Inc,1403161.0,V,,2021-12-31,,2022,Q1,2022-01-28 21:06:16 +0000,14720000000.0,1144000000.0,1201000000.0,,2168000000.0,,1267000000.0,,5406000000.0,,25906000000.0,,,2908000000.0,2087000000.0,,16555000000.0,27272000000.0,,,7201000000.0,,53115000000.0,81929000000.0,3247000000.0,252000000.0,2965000000.0,,,2284000000.0,,725000000.0,,9095000000.0,,18568000000.0,17673000000.0,,,,6078000000.0,,3416000000.0,,27167000000.0,45735000000.0,,,2995000000.0,18776000000.0,14606000000.0,,-72000000.0,-111000000.0,33199000000.0,36194000000.0,,36194000000.0,81929000000.0
fun_Aa38qJ,com_2zvNvz,Visa Inc,1403161.0,V,,2022-09-30,,2022,FY,2022-11-16 21:06:43 +0000,15689000000.0,1449000000.0,2833000000.0,,2020000000.0,,2668000000.0,,5546000000.0,,30205000000.0,,,3223000000.0,2136000000.0,,17787000000.0,25065000000.0,,,7085000000.0,,52073000000.0,85501000000.0,2250000000.0,340000000.0,3726000000.0,,,2342000000.0,,1359000000.0,,10836000000.0,,20853000000.0,20200000000.0,,,,5332000000.0,,3535000000.0,,29067000000.0,49920000000.0,0.0,,2324000000.0,19545000000.0,16116000000.0,,-2369000000.0,-35000000.0,33257000000.0,35581000000.0,,35581000000.0,85501000000.0
fun_pR07Qv,com_2zvNvz,Visa Inc,1403161.0,V,,2021-06-30,,2021,Q3,2021-07-29 16:03:32 +0000,18034000000.0,894000000.0,1206000000.0,,1852000000.0,,851000000.0,,5205000000.0,,28042000000.0,,,2707000000.0,1111000000.0,,16021000000.0,28023000000.0,,,6767000000.0,,51922000000.0,82671000000.0,0.0,172000000.0,2196000000.0,,,2221000000.0,,1044000000.0,,8390000000.0,,14023000000.0,20996000000.0,,,,6240000000.0,,3622000000.0,,30858000000.0,44881000000.0,,,3132000000.0,18787000000.0,15294000000.0,,601000000.0,-24000000.0,34658000000.0,37790000000.0,,37790000000.0,82671000000.0
fun_al8YRD,com_2zvNvz,Visa Inc,1403161.0,V,,2021-03-31,,2021,Q2,2021-04-29 16:06:43 +0000,16494000000.0,894000000.0,2058000000.0,,1791000000.0,,849000000.0,,4815000000.0,,26901000000.0,,,2684000000.0,110000000.0,,15980000000.0,27823000000.0,,,6697000000.0,,50610000000.0,80195000000.0,0.0,126000000.0,2088000000.0,,,2057000000.0,,794000000.0,,7646000000.0,,12711000000.0,20974000000.0,,,,5212000000.0,,3602000000.0,,29788000000.0,42499000000.0,,,3347000000.0,18505000000.0,15513000000.0,,372000000.0,-41000000.0,34349000000.0,37696000000.0,,37696000000.0,80195000000.0
fun_Q8vrP9,com_2zvNvz,Visa Inc,1403161.0,V,,2020-12-31,,2021,Q1,2021-01-29 16:02:28 +0000,15032000000.0,894000000.0,3009000000.0,,1746000000.0,,729000000.0,,4870000000.0,,26280000000.0,,,2713000000.0,161000000.0,,16121000000.0,28593000000.0,,,6558000000.0,,51433000000.0,80426000000.0,0.0,131000000.0,2230000000.0,,,1993000000.0,,600000000.0,,7436000000.0,,12390000000.0,21055000000.0,,,,5343000000.0,,3959000000.0,,30357000000.0,42747000000.0,,,3683000000.0,18063000000.0,14813000000.0,,1154000000.0,-34000000.0,33996000000.0,37679000000.0,,37679000000.0,80426000000.0
